date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:45:57	70813/70813	---M--	200	added ('OK')	image/jpeg	etag:%22a55a7bb5c56721c9170907b8fef243ed-ssl%22	https://appstack.bootlab.io/img/screenshots/sidebar-compact.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/screenshots/sidebar-compact.jpg	(from https://appstack.bootlab.io/)
10:45:58	47378/47378	---M-Z	200	added ('OK')	text/html	etag:%22927961b83f634cde459587de15e74309-ssl-df%22	https://appstack.bootlab.io/dashboard-default.html?theme=dark	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/dashboard-default4965.html	(from https://appstack.bootlab.io/)
10:45:59	68214/68214	---M--	200	added ('OK')	image/jpeg	etag:%221d66d39608de070ade210358b6008984-ssl%22	https://appstack.bootlab.io/img/screenshots/theme-dark.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/screenshots/theme-dark.jpg	(from https://appstack.bootlab.io/)
10:45:59	47378/47378	---M-Z	200	added ('OK')	text/html	etag:%22927961b83f634cde459587de15e74309-ssl-df%22	https://appstack.bootlab.io/dashboard-default.html?theme=colored	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/dashboard-defaultc7f2.html	(from https://appstack.bootlab.io/)
10:46:00	75874/75874	---M--	200	added ('OK')	image/jpeg	etag:%22a337134c244ea9814120194a773afc86-ssl%22	https://appstack.bootlab.io/img/screenshots/theme-colored.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/screenshots/theme-colored.jpg	(from https://appstack.bootlab.io/)
10:46:01	47378/47378	---M-Z	200	added ('OK')	text/html	etag:%22927961b83f634cde459587de15e74309-ssl-df%22	https://appstack.bootlab.io/dashboard-default.html?theme=light	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/dashboard-default6a08.html	(from https://appstack.bootlab.io/)
10:46:02	73432/73432	---M--	200	added ('OK')	image/jpeg	etag:%22638cfb119ecea122021f4d223ac0b9d1-ssl%22	https://appstack.bootlab.io/img/screenshots/theme-light.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/screenshots/theme-light.jpg	(from https://appstack.bootlab.io/)
10:46:02	47378/47378	---M-Z	200	added ('OK')	text/html	etag:%22927961b83f634cde459587de15e74309-ssl-df%22	https://appstack.bootlab.io/dashboard-default.html?sidebarPosition=right	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/dashboard-default6534.html	(from https://appstack.bootlab.io/)
10:46:03	73724/73724	---M--	200	added ('OK')	image/jpeg	etag:%22be2a92b9321813313719f10443825698-ssl%22	https://appstack.bootlab.io/img/screenshots/sidebar-right.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/screenshots/sidebar-right.jpg	(from https://appstack.bootlab.io/)
10:46:03	1168/1168	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f023b6cb1d479126b3d66f0d3d68b48b-ssl-df%22	https://appstack.bootlab.io/img/brands/bootstrap.svg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/brands/bootstrap.svg	(from https://appstack.bootlab.io/)
10:46:04	73390/73390	---M--	200	added ('OK')	image/jpeg	etag:%2202a3b71a74f420af2c91bfe59d3c492e-ssl%22	https://appstack.bootlab.io/img/screenshots/dashboard-default.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/screenshots/dashboard-default.jpg	(from https://appstack.bootlab.io/)
10:46:07	50318/50318	---MCZ	200	added ('OK')	text/html	etag:%22f442c0b38ecdc059a6f0d5b8e62f797a-ssl-df%22	https://appstack.bootlab.io/dashboard-analytics.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/dashboard-analytics.html	(from https://appstack.bootlab.io/)
10:46:08	71051/71051	---M--	200	added ('OK')	image/jpeg	etag:%22c9c9b07f54ae087dd6d1b19340b72d8c-ssl%22	https://appstack.bootlab.io/img/screenshots/dashboard-analytics.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/screenshots/dashboard-analytics.jpg	(from https://appstack.bootlab.io/)
10:46:09	42407/42407	---MCZ	200	added ('OK')	text/html	etag:%22316e5ba55e4cb0e2b8f639e30e3d22dc-ssl-df%22	https://appstack.bootlab.io/dashboard-saas.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/dashboard-saas.html	(from https://appstack.bootlab.io/)
10:46:10	66408/66408	---M--	200	added ('OK')	image/jpeg	etag:%22b3464f94e37e7469413794ca3067d718-ssl%22	https://appstack.bootlab.io/img/screenshots/dashboard-saas.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/screenshots/dashboard-saas.jpg	(from https://appstack.bootlab.io/)
10:46:11	40500/40500	---MCZ	200	added ('OK')	text/html	etag:%227987d7650b8a4a8e9e3527631b73d8e7-ssl-df%22	https://appstack.bootlab.io/dashboard-social.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/dashboard-social.html	(from https://appstack.bootlab.io/)
10:46:12	90687/90687	---M--	200	added ('OK')	image/jpeg	etag:%2282520c0b85f775f101f3c34b82a98386-ssl%22	https://appstack.bootlab.io/img/screenshots/dashboard-social.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/screenshots/dashboard-social.jpg	(from https://appstack.bootlab.io/)
10:46:12	48182/48182	---MCZ	200	added ('OK')	text/html	etag:%226259cd34543c52c3e5e56d9ef7a61111-ssl-df%22	https://appstack.bootlab.io/dashboard-crypto.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/dashboard-crypto.html	(from https://appstack.bootlab.io/)
10:46:13	72696/72696	---M--	200	added ('OK')	image/jpeg	etag:%224852480d4835418677de0bc033d253bd-ssl%22	https://appstack.bootlab.io/img/screenshots/dashboard-crypto.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/screenshots/dashboard-crypto.jpg	(from https://appstack.bootlab.io/)
10:46:13	43547/43547	---MCZ	200	added ('OK')	text/html	etag:%227a933ece023064fbc57ca4b7dc6c584e-ssl-df%22	https://appstack.bootlab.io/pages-projects-list.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/pages-projects-list.html	(from https://appstack.bootlab.io/)
10:46:14	8358/8358	---MCZ	403	error ('Forbidden')	text/html	date:Sun,%2016%20Jan%202022%2009:46:20%20GMT	https://themes.zendesk.com/hc/en-us/articles/360000011052-How-do-I-get-a-receipt-for-my-purchase-	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.zendesk.com/hc/en-us/articles/360000011052-How-do-I-get-a-receipt-for-my-purchase-.21.delayed	(from https://appstack.bootlab.io/)
10:46:14	99231/99231	---M--	200	added ('OK')	image/jpeg	etag:%22d16e43503d1a72cc4275bc6ddd247268-ssl%22	https://appstack.bootlab.io/img/screenshots/pages-projects-list.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/screenshots/pages-projects-list.jpg	(from https://appstack.bootlab.io/)
10:46:16	51/51	---MCZ	200	added ('OK')	text/plain	date:Sun,%2016%20Jan%202022%2009:46:21%20GMT	https://fonts.googleapis.com/robots.txt		(from https://appstack.bootlab.io/)
10:46:17	2690922/2690922	---MCZ	200	added ('OK')	application/javascript	etag:%22c867e61e2e1251927641f6ae968da91f-ssl-df%22	https://appstack.bootlab.io/js/app.js	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/js/app.js	(from https://appstack.bootlab.io/)
10:46:17	105204/105204	---M--	200	added ('OK')	font/woff2	etag:%220ae79021df0d937e80525617d07dc09b-ssl%22	https://appstack.bootlab.io/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/fonts/fa-brands-400.woff2	(from https://appstack.bootlab.io/css/light.css)
10:46:18	181260/181260	---M--	200	added ('OK')	font/ttf	etag:%22953d1197030666eaeb1ef9ddbd6ab587-ssl%22	https://appstack.bootlab.io/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/fonts/fa-brands-400.ttf	(from https://appstack.bootlab.io/css/light.css)
10:46:18	23760/23760	---M--	200	added ('OK')	font/woff2	etag:%228f992ee1c090b6e6f51116e7ecfb68dd-ssl%22	https://appstack.bootlab.io/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/fonts/fa-regular-400.woff2	(from https://appstack.bootlab.io/css/light.css)
10:46:20	60208/60208	---M--	200	added ('OK')	font/ttf	etag:%22f177140ab723e8b052a742feaed86539-ssl%22	https://appstack.bootlab.io/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/fonts/fa-regular-400.ttf	(from https://appstack.bootlab.io/css/light.css)
10:46:20	125064/125064	---M--	200	added ('OK')	font/woff2	etag:%2296798b5351171eca1e5f931b6de21dfc-ssl%22	https://appstack.bootlab.io/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/fonts/fa-solid-900.woff2	(from https://appstack.bootlab.io/css/light.css)
10:46:22	298276/298276	---M--	200	added ('OK')	font/ttf	etag:%221be329968e9c18cf496800a06ad92e8f-ssl%22	https://appstack.bootlab.io/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/fonts/fa-solid-900.ttf	(from https://appstack.bootlab.io/css/light.css)
10:46:23	709/709	---M--	200	added ('OK')	image/png	etag:%2211a0dd0-2c5-5d23ecb6a9f01%22	https://www.datatables.net/examples/resources/details_open.png	C:/My%20Web%20Sites/Final%20Project/Full%20package/www.datatables.net/examples/resources/details_open.png	(from https://appstack.bootlab.io/css/light.css)
10:46:23	19/19	---M--	404	error ('Not%20Found')	text/plain	date:Sun,%2016%20Jan%202022%2009:46:29%20GMT	https://static.hotjar.com/robots.txt		(from https://appstack.bootlab.io/)
10:46:24	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Jan%202022%2009:46:29%20GMT	https://www.googletagmanager.com/robots.txt		(from https://appstack.bootlab.io/)
10:46:26	36595/36595	---MCZ	200	added ('OK')	application/javascript	etag:%2218868be7f75a76f62c9ad2da8e17fca6-ssl-df%22	https://appstack.bootlab.io/js/settings.js	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/js/settings.js	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:26	36907/36907	---MCZ	200	added ('OK')	text/html	etag:%22739506fb2df60d08d67cdb8f4e72d74a-ssl-df%22	https://appstack.bootlab.io/pages-profile.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/pages-profile.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:27	36149/36149	---MCZ	200	added ('OK')	text/html	etag:%22f0080f16187eab422c756940ffd3cdf3-ssl-df%22	https://appstack.bootlab.io/pages-settings.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/pages-settings.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:28	39735/39735	---MCZ	200	added ('OK')	text/html	etag:%22daa6d3df10abf1adf9fbc75a416f0c0c-ssl-df%22	https://appstack.bootlab.io/pages-clients.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/pages-clients.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:29	41844/41844	---MCZ	200	added ('OK')	text/html	etag:%224451c64ea6a6af95565e79e56db21a65-ssl-df%22	https://appstack.bootlab.io/pages-projects-detail.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/pages-projects-detail.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:30	31636/31636	---MCZ	200	added ('OK')	text/html	etag:%225f947a502a04fb431cab879acd0a4b37-ssl-df%22	https://appstack.bootlab.io/pages-invoice.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/pages-invoice.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:31	37456/37456	---MCZ	200	added ('OK')	text/html	etag:%2233c63e2ec258e0b197024969505c2055-ssl-df%22	https://appstack.bootlab.io/pages-pricing.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/pages-pricing.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:32	41361/41361	---MCZ	200	added ('OK')	text/html	etag:%22216a4de8f411a39f1dae2e78cb5f7a1b-ssl-df%22	https://appstack.bootlab.io/pages-tasks.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/pages-tasks.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:33	40667/40667	---MCZ	200	added ('OK')	text/html	etag:%22de3ea5dfd84fbf5b3cf830c90b54a088-ssl-df%22	https://appstack.bootlab.io/pages-chat.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/pages-chat.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:34	28818/28818	---MCZ	200	added ('OK')	text/html	etag:%22abffd8dfb95af74f3eff41faac20b1b3-ssl-df%22	https://appstack.bootlab.io/pages-blank.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/pages-blank.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:35	4070/4070	---MCZ	200	added ('OK')	text/html	etag:%22f5cc5d6dda614ffbed41fe7459fa7d3f-ssl-df%22	https://appstack.bootlab.io/pages-sign-in.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/pages-sign-in.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:36	3887/3887	---MCZ	200	added ('OK')	text/html	etag:%22b570ca49037575eeb3644f00a27dfea2-ssl-df%22	https://appstack.bootlab.io/pages-sign-up.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/pages-sign-up.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:37	3230/3230	---MCZ	200	added ('OK')	text/html	etag:%227423a0135235d9d642d5361e24e2404a-ssl-df%22	https://appstack.bootlab.io/pages-reset-password.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/pages-reset-password.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:38	2717/2717	---MCZ	200	added ('OK')	text/html	etag:%22b8e6e9382deb7a11b61a27529732767b-ssl-df%22	https://appstack.bootlab.io/pages-404.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/pages-404.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:39	2760/2760	---MCZ	200	added ('OK')	text/html	etag:%222a28b67682447f5df43d7c9a79b3c75f-ssl-df%22	https://appstack.bootlab.io/pages-500.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/pages-500.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:40	36150/36150	---MCZ	200	added ('OK')	text/html	etag:%220c040a13aef77feaf6c09ac02c4df354-ssl-df%22	https://appstack.bootlab.io/docs-installation.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/docs-installation.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:41	31181/31181	---MCZ	200	added ('OK')	text/html	etag:%22a942e617ad048e1f138af4537dd25003-ssl-df%22	https://appstack.bootlab.io/docs-customization.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/docs-customization.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:42	33798/33798	---MCZ	200	added ('OK')	text/html	etag:%226ce8b02c2cca9ae1c522d8bc41a9998b-ssl-df%22	https://appstack.bootlab.io/docs-plugins.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/docs-plugins.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:43	32272/32272	---MCZ	200	added ('OK')	text/html	etag:%22529a083de5e7cb5685c3fa3cab0c0497-ssl-df%22	https://appstack.bootlab.io/docs-changelog.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/docs-changelog.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:44	43775/43775	---MCZ	200	added ('OK')	text/html	etag:%2277f8020b747c5ad73297bb63ee4b8426-ssl-df%22	https://appstack.bootlab.io/ui-alerts.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/ui-alerts.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:45	50247/50247	---MCZ	200	added ('OK')	text/html	etag:%2276525fa36f5a16cef54ee1a0fd2b0a6f-ssl-df%22	https://appstack.bootlab.io/ui-buttons.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/ui-buttons.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:46	35109/35109	---MCZ	200	added ('OK')	text/html	etag:%2252e1c206e47bbb4e88531432f01b58be-ssl-df%22	https://appstack.bootlab.io/ui-cards.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/ui-cards.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:47	36889/36889	---MCZ	200	added ('OK')	text/html	etag:%22037beca20e820085aca2a87627337a27-ssl-df%22	https://appstack.bootlab.io/ui-carousel.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/ui-carousel.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:48	30447/30447	---MCZ	200	added ('OK')	text/html	etag:%22a3683272f4f1cda0d335411ea46dec85-ssl-df%22	https://appstack.bootlab.io/ui-embed-video.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/ui-embed-video.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:49	49166/49166	---MCZ	200	added ('OK')	text/html	etag:%22135cf988099dcf088cff14c80bcae995-ssl-df%22	https://appstack.bootlab.io/ui-general.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/ui-general.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:50	36007/36007	---MCZ	200	added ('OK')	text/html	etag:%228811e13634fc2036e50063290f900cf5-ssl-df%22	https://appstack.bootlab.io/ui-grid.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/ui-grid.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:51	48306/48306	---MCZ	200	added ('OK')	text/html	etag:%22869d244799c671c7f2e7a24907067c3e-ssl-df%22	https://appstack.bootlab.io/ui-modals.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/ui-modals.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:51	37083/37083	---MCZ	200	added ('OK')	text/html	etag:%2233030874a7a75a817e7100a6c60a80e2-ssl-df%22	https://appstack.bootlab.io/ui-offcanvas.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/ui-offcanvas.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:52	33085/33085	---MCZ	200	added ('OK')	text/html	etag:%22850e12696a33deb40c95995e8240930e-ssl-df%22	https://appstack.bootlab.io/ui-placeholders.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/ui-placeholders.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:53	45375/45375	---MCZ	200	added ('OK')	text/html	etag:%2273782a8fe10b88d1019e53d7818b357c-ssl-df%22	https://appstack.bootlab.io/ui-tabs.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/ui-tabs.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:54	34183/34183	---MCZ	200	added ('OK')	text/html	etag:%22c9473f7dc8b61b013c3065250dce8ff6-ssl-df%22	https://appstack.bootlab.io/ui-typography.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/ui-typography.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:55	69890/69890	---MCZ	200	added ('OK')	text/html	etag:%225d8e88aef89f24353a4ddc69e6c5764e-ssl-df%22	https://appstack.bootlab.io/icons-feather.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/icons-feather.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:57	231986/231986	---MCZ	200	added ('OK')	text/html	etag:%2218713a3bc248f71697475db219329b2e-ssl-df%22	https://appstack.bootlab.io/icons-font-awesome.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/icons-font-awesome.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:57	36392/36392	---MCZ	200	added ('OK')	text/html	etag:%2287a3d59543d72a33565eb86333336fc1-ssl-df%22	https://appstack.bootlab.io/forms-layouts.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/forms-layouts.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:58	36038/36038	---MCZ	200	added ('OK')	text/html	etag:%226091bdd0c9c43446c7322d271a9b7f17-ssl-df%22	https://appstack.bootlab.io/forms-basic-inputs.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/forms-basic-inputs.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:46:59	38286/38286	---MCZ	200	added ('OK')	text/html	etag:%22af8709c10bd9ce3a2907f95acb2f7aeb-ssl-df%22	https://appstack.bootlab.io/forms-input-groups.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/forms-input-groups.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:00	31887/31887	---MCZ	200	added ('OK')	text/html	etag:%2261e4b7d6ffab5353c6fe8f3da2d1d4c4-ssl-df%22	https://appstack.bootlab.io/forms-floating-labels.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/forms-floating-labels.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:01	44285/44285	---MCZ	200	added ('OK')	text/html	etag:%22b2925c8195656008d8cd06945481ccd5-ssl-df%22	https://appstack.bootlab.io/tables-bootstrap.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/tables-bootstrap.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:02	43218/43218	---MCZ	200	added ('OK')	text/html	etag:%22848aded6ebb29b4f67d0a3de62c737fb-ssl-df%22	https://appstack.bootlab.io/forms-advanced-inputs.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/forms-advanced-inputs.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:03	33367/33367	---MCZ	200	added ('OK')	text/html	etag:%229c09a8ce14670208ee49daff881c64b7-ssl-df%22	https://appstack.bootlab.io/forms-editors.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/forms-editors.html	(from https://appstack.bootlab.io/dashboard-default.html)
